firstName,lastName,attempts,completions,interceptions,touchdowns,yards,whenPlayed,ourTeam,ourScore,theirTeam,theirScore
Dubya,Bush,31,9,1,1,34,2018-06-13,Fremont Firebugs,19,Boise Bearcats,37
Dubya,Bush,31,9,1,1,41,2018-06-20,Fremont Firebugs,14,Modesto Misanthropes,14
Millard,Fillmore,38,26,0,7,452,2018-03-14,Montgomery Music,59,Spokane Stallions,3
Millard,Fillmore,36,27,0,6,407,2018-03-21,Montgomery Music,50,Richmond Roustabouts,23
Millard,Fillmore,24,16,0,5,296,2018-03-28,Montgomery Music,48,Yonkers Yellowjackets,37
Teddy,Roosevelt,12,4,1,1,18,2018-03-28,Montgomery Music,48,Yonkers Yellowjackets,37
Millard,Fillmore,37,27,0,7,463,2018-04-04,Montgomery Music,59,Shreveport Seamen,44
Millard,Fillmore,27,19,0,4,330,2018-04-11,Montgomery Music,28,San Bernardino Stalkers,20
Millard,Fillmore,33,27,0,6,488,2018-04-18,Montgomery Music,43,Tacoma Touchdown-Scorers,44
Millard,Fillmore,34,29,0,8,541,2018-04-25,Montgomery Music,66,Glendale Centers,7
Millard,Fillmore,28,23,0,5,401,2018-05-02,Montgomery Music,39,Des Moines Desperadoes,30
Teddy,Roosevelt,2,0,1,0,0,2018-05-02,Montgomery Music,39,Des Moines Desperadoes,30
Millard,Fillmore,22,17,0,4,262,2018-05-09,Montgomery Music,30,Augusta Autocrats,23
Teddy,Roosevelt,5,1,1,0,4,2018-05-09,Montgomery Music,30,Augusta Autocrats,23
Millard,Fillmore,34,26,0,6,376,2018-05-16,Montgomery Music,43,Grand Rapids Gamers,17
Millard,Fillmore,25,19,0,5,359,2018-05-23,Montgomery Music,41,Huntington Beach Harriers,17
Millard,Fillmore,32,24,0,5,375,2018-05-30,Montgomery Music,39,Mobile Misfits,37
Teddy,Roosevelt,3,0,1,0,0,2018-05-30,Montgomery Music,39,Mobile Misfits,37
Millard,Fillmore,31,25,0,5,386,2018-06-06,Montgomery Music,47,Boise Bearcats,28
Millard,Fillmore,25,20,0,4,335,2018-06-13,Montgomery Music,28,Modesto Misanthropes,28
Teddy,Roosevelt,3,0,1,0,0,2018-06-13,Montgomery Music,28,Modesto Misanthropes,28
Millard,Fillmore,37,31,0,6,445,2018-06-20,Montgomery Music,44,Fremont Firebugs,28
Bill,Clinton,33,16,0,1,136,2018-03-14,Spokane Stallions,12,Richmond Roustabouts,35
Bill,Clinton,25,10,0,0,103,2018-03-21,Spokane Stallions,10,Yonkers Yellowjackets,28
Bill,Clinton,24,13,0,0,119,2018-03-28,Spokane Stallions,8,Shreveport Seamen,35
Warren,Harding,1,0,0,0,0,2018-03-28,Spokane Stallions,8,Shreveport Seamen,35
Bill,Clinton,23,8,0,0,83,2018-04-04,Spokane Stallions,11,San Bernardino Stalkers,38
Warren,Harding,9,4,0,0,48,2018-04-04,Spokane Stallions,11,San Bernardino Stalkers,38
Bill,Clinton,20,9,0,0,71,2018-04-11,Spokane Stallions,18,Tacoma Touchdown-Scorers,34
Warren,Harding,13,7,0,1,82,2018-04-11,Spokane Stallions,18,Tacoma Touchdown-Scorers,34
Bill,Clinton,39,19,0,1,150,2018-04-18,Spokane Stallions,16,Glendale Centers,3
Bill,Clinton,36,15,0,2,149,2018-04-25,Spokane Stallions,20,Des Moines Desperadoes,14
Bill,Clinton,24,10,0,0,76,2018-05-02,Spokane Stallions,5,Augusta Autocrats,38
Warren,Harding,10,5,0,0,58,2018-05-02,Spokane Stallions,5,Augusta Autocrats,38
Bill,Clinton,39,16,0,1,146,2018-05-09,Spokane Stallions,11,Grand Rapids Gamers,41
Bill,Clinton,27,10,0,0,88,2018-05-16,Spokane Stallions,14,Huntington Beach Harriers,0
Warren,Harding,6,3,0,1,31,2018-05-16,Spokane Stallions,14,Huntington Beach Harriers,0
Bill,Clinton,27,10,0,0,84,2018-05-23,Spokane Stallions,0,Mobile Misfits,30
Bill,Clinton,20,11,0,0,96,2018-05-30,Spokane Stallions,14,Boise Bearcats,30
Warren,Harding,10,5,0,1,64,2018-05-30,Spokane Stallions,14,Boise Bearcats,30
Bill,Clinton,37,16,0,2,141,2018-06-06,Spokane Stallions,14,Modesto Misanthropes,20
Bill,Clinton,22,11,0,0,116,2018-06-13,Spokane Stallions,11,Fremont Firebugs,10
Warren,Harding,10,5,0,1,65,2018-06-13,Spokane Stallions,11,Fremont Firebugs,10
Bill,Clinton,25,12,0,1,97,2018-06-20,Spokane Stallions,14,Montgomery Music,3
Jack,Kennedy,25,6,1,1,34,2018-03-14,Richmond Roustabouts,14,Yonkers Yellowjackets,35
Jack,Kennedy,29,7,1,1,44,2018-03-21,Richmond Roustabouts,10,Shreveport Seamen,9
Jack,Kennedy,27,7,1,0,39,2018-03-28,Richmond Roustabouts,4,San Bernardino Stalkers,35
Jack,Kennedy,38,11,1,0,65,2018-04-04,Richmond Roustabouts,7,Tacoma Touchdown-Scorers,38
Jack,Kennedy,27,11,1,0,68,2018-04-11,Richmond Roustabouts,1,Glendale Centers,20
Jack,Kennedy,16,3,1,1,19,2018-04-18,Richmond Roustabouts,14,Des Moines Desperadoes,17
Sam,Grant,9,2,1,0,11,2018-04-18,Richmond Roustabouts,14,Des Moines Desperadoes,17
Jack,Kennedy,35,10,1,1,53,2018-04-25,Richmond Roustabouts,7,Augusta Autocrats,24
Jack,Kennedy,37,11,1,1,62,2018-05-02,Richmond Roustabouts,14,Grand Rapids Gamers,7
Jack,Kennedy,38,15,1,0,79,2018-05-09,Richmond Roustabouts,9,Huntington Beach Harriers,44
Jack,Kennedy,27,10,1,1,67,2018-05-16,Richmond Roustabouts,13,Mobile Misfits,20
Sam,Grant,2,0,1,0,0,2018-05-16,Richmond Roustabouts,13,Mobile Misfits,20
Jack,Kennedy,38,12,1,1,74,2018-05-23,Richmond Roustabouts,12,Boise Bearcats,6
Jack,Kennedy,35,10,1,0,67,2018-05-30,Richmond Roustabouts,1,Modesto Misanthropes,10
Jack,Kennedy,38,10,1,0,55,2018-06-06,Richmond Roustabouts,0,Fremont Firebugs,10
Jack,Kennedy,29,8,1,1,53,2018-06-13,Richmond Roustabouts,12,Montgomery Music,7
Sam,Grant,1,0,1,0,0,2018-06-13,Richmond Roustabouts,12,Montgomery Music,7
Jack,Kennedy,32,11,1,1,54,2018-06-20,Richmond Roustabouts,7,Spokane Stallions,44
Lyndon,Johnson,32,24,0,5,374,2018-03-14,Yonkers Yellowjackets,41,Shreveport Seamen,14
Lyndon,Johnson,38,29,0,7,524,2018-03-21,Yonkers Yellowjackets,58,San Bernardino Stalkers,35
Lyndon,Johnson,30,24,0,5,346,2018-03-28,Yonkers Yellowjackets,36,Tacoma Touchdown-Scorers,14
Lyndon,Johnson,22,17,0,4,319,2018-04-04,Yonkers Yellowjackets,33,Glendale Centers,37
Herbert,Hoover,4,2,0,0,19,2018-04-04,Yonkers Yellowjackets,33,Glendale Centers,37
Lyndon,Johnson,26,20,0,5,360,2018-04-11,Yonkers Yellowjackets,46,Des Moines Desperadoes,31
Herbert,Hoover,7,3,0,1,29,2018-04-11,Yonkers Yellowjackets,46,Des Moines Desperadoes,31
Lyndon,Johnson,33,25,0,5,429,2018-04-18,Yonkers Yellowjackets,44,Augusta Autocrats,37
Lyndon,Johnson,26,19,0,4,346,2018-04-25,Yonkers Yellowjackets,39,Grand Rapids Gamers,31
Lyndon,Johnson,29,22,0,6,377,2018-05-02,Yonkers Yellowjackets,46,Huntington Beach Harriers,20
Lyndon,Johnson,25,19,0,3,291,2018-05-09,Yonkers Yellowjackets,32,Mobile Misfits,6
Lyndon,Johnson,36,29,0,6,401,2018-05-16,Yonkers Yellowjackets,47,Boise Bearcats,35
Lyndon,Johnson,26,18,0,3,274,2018-05-23,Yonkers Yellowjackets,30,Modesto Misanthropes,23
Lyndon,Johnson,29,22,0,6,379,2018-05-30,Yonkers Yellowjackets,51,Fremont Firebugs,9
Lyndon,Johnson,26,19,0,5,299,2018-06-06,Yonkers Yellowjackets,38,Montgomery Music,17
Lyndon,Johnson,28,19,0,4,350,2018-06-13,Yonkers Yellowjackets,32,Spokane Stallions,13
Lyndon,Johnson,29,21,0,6,384,2018-06-20,Yonkers Yellowjackets,53,Richmond Roustabouts,35
Cal,Coolidge,39,10,1,1,59,2018-03-14,Shreveport Seamen,14,San Bernardino Stalkers,27
Cal,Coolidge,38,11,1,1,61,2018-03-21,Shreveport Seamen,11,Tacoma Touchdown-Scorers,14
Cal,Coolidge,20,7,1,1,42,2018-03-28,Shreveport Seamen,13,Glendale Centers,28
Jim,Buchanan,9,6,0,0,83,2018-03-28,Shreveport Seamen,13,Glendale Centers,28
Cal,Coolidge,33,8,1,1,43,2018-04-04,Shreveport Seamen,17,Des Moines Desperadoes,17
Cal,Coolidge,32,9,1,0,61,2018-04-11,Shreveport Seamen,6,Augusta Autocrats,6
Cal,Coolidge,27,11,1,1,59,2018-04-18,Shreveport Seamen,11,Grand Rapids Gamers,37
Cal,Coolidge,20,6,1,0,30,2018-04-25,Shreveport Seamen,17,Huntington Beach Harriers,21
Jim,Buchanan,4,3,0,1,45,2018-04-25,Shreveport Seamen,17,Huntington Beach Harriers,21
Cal,Coolidge,34,10,1,0,61,2018-05-02,Shreveport Seamen,12,Mobile Misfits,23
Cal,Coolidge,37,10,1,1,66,2018-05-09,Shreveport Seamen,12,Boise Bearcats,44
Cal,Coolidge,19,8,1,0,56,2018-05-16,Shreveport Seamen,3,Modesto Misanthropes,28
Jim,Buchanan,5,3,0,0,44,2018-05-16,Shreveport Seamen,3,Modesto Misanthropes,28
Cal,Coolidge,24,8,1,0,46,2018-05-23,Shreveport Seamen,26,Fremont Firebugs,31
Jim,Buchanan,11,8,0,2,112,2018-05-23,Shreveport Seamen,26,Fremont Firebugs,31
Cal,Coolidge,26,8,1,0,44,2018-05-30,Shreveport Seamen,4,Montgomery Music,0
Cal,Coolidge,29,10,1,1,52,2018-06-06,Shreveport Seamen,26,Spokane Stallions,13
Jim,Buchanan,2,1,0,1,14,2018-06-06,Shreveport Seamen,26,Spokane Stallions,13
Cal,Coolidge,21,8,1,1,51,2018-06-13,Shreveport Seamen,31,Richmond Roustabouts,27
Jim,Buchanan,12,7,0,2,111,2018-06-13,Shreveport Seamen,31,Richmond Roustabouts,27
Cal,Coolidge,27,10,1,0,64,2018-06-20,Shreveport Seamen,8,Yonkers Yellowjackets,17
Jim,Buchanan,3,1,0,1,15,2018-06-20,Shreveport Seamen,8,Yonkers Yellowjackets,17
William,McKinley,21,5,1,0,26,2018-03-14,San Bernardino Stalkers,15,Tacoma Touchdown-Scorers,16
Jimmy,Carter,3,1,0,1,8,2018-03-14,San Bernardino Stalkers,15,Tacoma Touchdown-Scorers,16
William,McKinley,32,9,1,0,56,2018-03-21,San Bernardino Stalkers,11,Glendale Centers,16
William,McKinley,32,8,1,0,47,2018-03-28,San Bernardino Stalkers,0,Des Moines Desperadoes,7
William,McKinley,34,13,1,0,64,2018-04-04,San Bernardino Stalkers,2,Augusta Autocrats,9
William,McKinley,30,10,1,0,60,2018-04-11,San Bernardino Stalkers,7,Grand Rapids Gamers,3
Jimmy,Carter,8,3,0,1,25,2018-04-11,San Bernardino Stalkers,7,Grand Rapids Gamers,3
William,McKinley,37,9,1,0,52,2018-04-18,San Bernardino Stalkers,3,Huntington Beach Harriers,35
William,McKinley,36,10,1,0,51,2018-04-25,San Bernardino Stalkers,11,Mobile Misfits,13
William,McKinley,30,9,1,1,55,2018-05-02,San Bernardino Stalkers,13,Boise Bearcats,41
Jimmy,Carter,1,0,0,0,0,2018-05-02,San Bernardino Stalkers,13,Boise Bearcats,41
William,McKinley,35,8,1,1,38,2018-05-09,San Bernardino Stalkers,11,Modesto Misanthropes,31
Jimmy,Carter,3,1,0,0,10,2018-05-09,San Bernardino Stalkers,11,Modesto Misanthropes,31
William,McKinley,19,4,1,0,20,2018-05-16,San Bernardino Stalkers,14,Fremont Firebugs,37
Jimmy,Carter,9,4,0,1,41,2018-05-16,San Bernardino Stalkers,14,Fremont Firebugs,37
William,McKinley,27,9,1,1,46,2018-05-23,San Bernardino Stalkers,13,Montgomery Music,23
Jimmy,Carter,8,3,0,0,24,2018-05-23,San Bernardino Stalkers,13,Montgomery Music,23
William,McKinley,18,6,1,0,27,2018-05-30,San Bernardino Stalkers,13,Spokane Stallions,21
Jimmy,Carter,9,4,0,1,37,2018-05-30,San Bernardino Stalkers,13,Spokane Stallions,21
William,McKinley,37,15,1,0,86,2018-06-06,San Bernardino Stalkers,7,Richmond Roustabouts,13
William,McKinley,39,8,1,1,47,2018-06-13,San Bernardino Stalkers,13,Yonkers Yellowjackets,44
William,McKinley,31,9,1,1,50,2018-06-20,San Bernardino Stalkers,17,Shreveport Seamen,14
Harry,Truman,22,6,1,0,32,2018-03-14,Tacoma Touchdown-Scorers,7,Glendale Centers,17
Franklin,Roosevelt,3,2,0,1,34,2018-03-14,Tacoma Touchdown-Scorers,7,Glendale Centers,17
Harry,Truman,32,11,1,1,61,2018-03-21,Tacoma Touchdown-Scorers,26,Des Moines Desperadoes,28
Franklin,Roosevelt,2,1,0,1,18,2018-03-21,Tacoma Touchdown-Scorers,26,Des Moines Desperadoes,28
Harry,Truman,31,13,1,1,68,2018-03-28,Tacoma Touchdown-Scorers,17,Augusta Autocrats,31
Franklin,Roosevelt,1,0,0,0,0,2018-03-28,Tacoma Touchdown-Scorers,17,Augusta Autocrats,31
Harry,Truman,29,13,1,0,79,2018-04-04,Tacoma Touchdown-Scorers,10,Grand Rapids Gamers,0
Harry,Truman,27,7,1,1,47,2018-04-11,Tacoma Touchdown-Scorers,13,Huntington Beach Harriers,13
Harry,Truman,26,8,1,0,43,2018-04-18,Tacoma Touchdown-Scorers,8,Mobile Misfits,38
Harry,Truman,31,12,1,1,87,2018-04-25,Tacoma Touchdown-Scorers,7,Boise Bearcats,27
Franklin,Roosevelt,1,0,0,0,0,2018-04-25,Tacoma Touchdown-Scorers,7,Boise Bearcats,27
Harry,Truman,29,12,1,0,82,2018-05-02,Tacoma Touchdown-Scorers,9,Modesto Misanthropes,44
Harry,Truman,20,8,1,1,52,2018-05-09,Tacoma Touchdown-Scorers,36,Fremont Firebugs,31
Franklin,Roosevelt,12,10,0,3,183,2018-05-09,Tacoma Touchdown-Scorers,36,Fremont Firebugs,31
Harry,Truman,30,9,1,0,59,2018-05-16,Tacoma Touchdown-Scorers,11,Montgomery Music,7
Franklin,Roosevelt,5,3,0,0,55,2018-05-16,Tacoma Touchdown-Scorers,11,Montgomery Music,7
Harry,Truman,38,11,1,0,76,2018-05-23,Tacoma Touchdown-Scorers,10,Spokane Stallions,6
Harry,Truman,28,12,1,0,82,2018-05-30,Tacoma Touchdown-Scorers,1,Richmond Roustabouts,23
Harry,Truman,25,7,1,1,37,2018-06-06,Tacoma Touchdown-Scorers,9,Yonkers Yellowjackets,24
Franklin,Roosevelt,4,3,0,0,44,2018-06-06,Tacoma Touchdown-Scorers,9,Yonkers Yellowjackets,24
Harry,Truman,31,10,1,1,53,2018-06-13,Tacoma Touchdown-Scorers,13,Shreveport Seamen,41
Harry,Truman,25,9,1,1,58,2018-06-20,Tacoma Touchdown-Scorers,12,San Bernardino Stalkers,7
Andrew,Johnson,35,25,0,5,369,2018-03-14,Glendale Centers,41,Des Moines Desperadoes,17
Andrew,Johnson,32,21,0,4,328,2018-03-21,Glendale Centers,35,Augusta Autocrats,6
Andrew,Johnson,31,20,0,3,280,2018-03-28,Glendale Centers,25,Grand Rapids Gamers,21
John,Tyler,1,0,1,0,0,2018-03-28,Glendale Centers,25,Grand Rapids Gamers,21
Andrew,Johnson,39,24,0,6,399,2018-04-04,Glendale Centers,54,Huntington Beach Harriers,35
Andrew,Johnson,34,26,0,5,356,2018-04-11,Glendale Centers,36,Mobile Misfits,41
Andrew,Johnson,36,22,0,5,372,2018-04-18,Glendale Centers,39,Boise Bearcats,27
John,Tyler,2,0,1,0,0,2018-04-18,Glendale Centers,39,Boise Bearcats,27
Andrew,Johnson,29,22,0,4,345,2018-04-25,Glendale Centers,35,Modesto Misanthropes,27
John,Tyler,7,1,1,0,6,2018-04-25,Glendale Centers,35,Modesto Misanthropes,27
Andrew,Johnson,24,18,0,3,256,2018-05-02,Glendale Centers,21,Fremont Firebugs,28
John,Tyler,9,2,1,0,12,2018-05-02,Glendale Centers,21,Fremont Firebugs,28
Andrew,Johnson,29,19,0,3,312,2018-05-09,Glendale Centers,25,Montgomery Music,37
John,Tyler,3,0,1,0,0,2018-05-09,Glendale Centers,25,Montgomery Music,37
Andrew,Johnson,31,24,0,4,366,2018-05-16,Glendale Centers,34,Spokane Stallions,24
Andrew,Johnson,21,14,0,3,192,2018-05-23,Glendale Centers,34,Richmond Roustabouts,17
John,Tyler,13,4,1,1,21,2018-05-23,Glendale Centers,34,Richmond Roustabouts,17
Andrew,Johnson,30,19,0,4,247,2018-05-30,Glendale Centers,35,Yonkers Yellowjackets,24
John,Tyler,2,0,1,0,0,2018-05-30,Glendale Centers,35,Yonkers Yellowjackets,24
Andrew,Johnson,39,30,0,6,438,2018-06-06,Glendale Centers,48,Shreveport Seamen,41
Andrew,Johnson,25,17,0,3,280,2018-06-13,Glendale Centers,33,San Bernardino Stalkers,20
John,Tyler,2,0,1,0,0,2018-06-13,Glendale Centers,33,San Bernardino Stalkers,20
Andrew,Johnson,31,19,0,2,235,2018-06-20,Glendale Centers,23,Tacoma Touchdown-Scorers,23
Big Bill,Taft,29,11,1,0,42,2018-03-14,Des Moines Desperadoes,1,Augusta Autocrats,14
Big Bill,Taft,28,7,1,0,29,2018-03-21,Des Moines Desperadoes,3,Grand Rapids Gamers,37
Big Bill,Taft,36,9,1,1,39,2018-03-28,Des Moines Desperadoes,13,Huntington Beach Harriers,14
Big Bill,Taft,29,9,1,0,48,2018-04-04,Des Moines Desperadoes,10,Mobile Misfits,28
Tom,Jefferson,1,0,0,0,0,2018-04-04,Des Moines Desperadoes,10,Mobile Misfits,28
Big Bill,Taft,33,10,1,0,45,2018-04-11,Des Moines Desperadoes,9,Boise Bearcats,3
Big Bill,Taft,25,7,1,0,37,2018-04-18,Des Moines Desperadoes,3,Modesto Misanthropes,23
Big Bill,Taft,28,10,1,1,46,2018-04-25,Des Moines Desperadoes,24,Fremont Firebugs,41
Tom,Jefferson,4,1,0,1,9,2018-04-25,Des Moines Desperadoes,24,Fremont Firebugs,41
Big Bill,Taft,39,9,1,0,42,2018-05-02,Des Moines Desperadoes,10,Montgomery Music,7
Big Bill,Taft,29,5,1,0,22,2018-05-09,Des Moines Desperadoes,11,Spokane Stallions,17
Big Bill,Taft,30,8,1,1,31,2018-05-16,Des Moines Desperadoes,18,Richmond Roustabouts,37
Big Bill,Taft,29,10,1,1,53,2018-05-23,Des Moines Desperadoes,16,Yonkers Yellowjackets,31
Big Bill,Taft,33,12,1,1,52,2018-05-30,Des Moines Desperadoes,12,Shreveport Seamen,37
Big Bill,Taft,35,12,1,0,52,2018-06-06,Des Moines Desperadoes,8,San Bernardino Stalkers,31
Big Bill,Taft,31,7,1,1,37,2018-06-13,Des Moines Desperadoes,9,Tacoma Touchdown-Scorers,3
Big Bill,Taft,30,11,1,1,49,2018-06-20,Des Moines Desperadoes,7,Glendale Centers,16
Dutch,Reagan,33,8,1,0,56,2018-03-14,Augusta Autocrats,8,Grand Rapids Gamers,34
Dutch,Reagan,24,8,1,1,45,2018-03-21,Augusta Autocrats,13,Huntington Beach Harriers,6
James,Polk,12,3,1,0,17,2018-03-21,Augusta Autocrats,13,Huntington Beach Harriers,6
Dutch,Reagan,39,14,1,1,92,2018-03-28,Augusta Autocrats,17,Mobile Misfits,20
Dutch,Reagan,27,7,1,1,41,2018-04-04,Augusta Autocrats,13,Boise Bearcats,13
Dutch,Reagan,24,8,1,0,50,2018-04-11,Augusta Autocrats,6,Modesto Misanthropes,24
James,Polk,6,2,1,0,11,2018-04-11,Augusta Autocrats,6,Modesto Misanthropes,24
Dutch,Reagan,28,12,1,1,62,2018-04-18,Augusta Autocrats,14,Fremont Firebugs,20
James,Polk,8,3,1,0,18,2018-04-18,Augusta Autocrats,14,Fremont Firebugs,20
Dutch,Reagan,37,14,1,1,93,2018-04-25,Augusta Autocrats,13,Montgomery Music,3
Dutch,Reagan,33,11,1,0,79,2018-05-02,Augusta Autocrats,9,Spokane Stallions,23
Dutch,Reagan,17,5,1,0,31,2018-05-09,Augusta Autocrats,19,Richmond Roustabouts,38
James,Polk,7,2,1,1,10,2018-05-09,Augusta Autocrats,19,Richmond Roustabouts,38
Dutch,Reagan,28,12,1,0,85,2018-05-16,Augusta Autocrats,10,Yonkers Yellowjackets,34
Dutch,Reagan,28,7,1,0,43,2018-05-23,Augusta Autocrats,3,Shreveport Seamen,27
Dutch,Reagan,28,9,1,0,49,2018-05-30,Augusta Autocrats,10,San Bernardino Stalkers,20
Dutch,Reagan,39,16,1,0,99,2018-06-06,Augusta Autocrats,2,Tacoma Touchdown-Scorers,6
Dutch,Reagan,30,10,1,0,66,2018-06-13,Augusta Autocrats,5,Glendale Centers,31
James,Polk,5,2,1,0,10,2018-06-13,Augusta Autocrats,5,Glendale Centers,31
Dutch,Reagan,29,12,1,0,88,2018-06-20,Augusta Autocrats,10,Des Moines Desperadoes,13
John,Adams,22,9,1,1,62,2018-03-14,Grand Rapids Gamers,8,Huntington Beach Harriers,3
George,Washington,3,0,1,0,0,2018-03-14,Grand Rapids Gamers,8,Huntington Beach Harriers,3
John,Adams,39,17,1,0,97,2018-03-21,Grand Rapids Gamers,12,Mobile Misfits,38
John,Adams,19,5,1,0,31,2018-03-28,Grand Rapids Gamers,18,Boise Bearcats,24
George,Washington,9,3,1,1,17,2018-03-28,Grand Rapids Gamers,18,Boise Bearcats,24
John,Adams,28,12,1,1,80,2018-04-04,Grand Rapids Gamers,22,Modesto Misanthropes,44
George,Washington,8,3,1,1,16,2018-04-04,Grand Rapids Gamers,22,Modesto Misanthropes,44
John,Adams,18,5,1,0,31,2018-04-11,Grand Rapids Gamers,10,Fremont Firebugs,44
George,Washington,8,2,1,1,11,2018-04-11,Grand Rapids Gamers,10,Fremont Firebugs,44
John,Adams,22,8,1,0,42,2018-04-18,Grand Rapids Gamers,11,Montgomery Music,9
George,Washington,11,4,1,1,20,2018-04-18,Grand Rapids Gamers,11,Montgomery Music,9
John,Adams,38,15,1,0,86,2018-04-25,Grand Rapids Gamers,1,Spokane Stallions,24
John,Adams,39,13,1,0,91,2018-05-02,Grand Rapids Gamers,2,Richmond Roustabouts,9
John,Adams,21,5,1,0,33,2018-05-09,Grand Rapids Gamers,11,Yonkers Yellowjackets,16
George,Washington,6,1,1,1,5,2018-05-09,Grand Rapids Gamers,11,Yonkers Yellowjackets,16
John,Adams,30,8,1,1,45,2018-05-16,Grand Rapids Gamers,7,Shreveport Seamen,34
John,Adams,18,5,1,0,31,2018-05-23,Grand Rapids Gamers,0,San Bernardino Stalkers,44
George,Washington,6,1,1,0,4,2018-05-23,Grand Rapids Gamers,0,San Bernardino Stalkers,44
John,Adams,38,15,1,1,92,2018-05-30,Grand Rapids Gamers,16,Tacoma Touchdown-Scorers,41
John,Adams,25,10,1,1,66,2018-06-06,Grand Rapids Gamers,19,Glendale Centers,28
George,Washington,1,0,1,0,0,2018-06-06,Grand Rapids Gamers,19,Glendale Centers,28
John,Adams,31,12,1,0,60,2018-06-13,Grand Rapids Gamers,5,Des Moines Desperadoes,10
John,Adams,39,10,1,0,55,2018-06-20,Grand Rapids Gamers,10,Augusta Autocrats,34
Tom,Wilson,35,17,0,2,172,2018-03-14,Huntington Beach Harriers,23,Mobile Misfits,6
Tom,Wilson,27,16,0,1,190,2018-03-21,Huntington Beach Harriers,12,Boise Bearcats,10
Tom,Wilson,31,15,0,1,172,2018-03-28,Huntington Beach Harriers,9,Modesto Misanthropes,38
Tom,Wilson,31,17,0,1,175,2018-04-04,Huntington Beach Harriers,12,Fremont Firebugs,27
Tom,Wilson,23,13,0,1,169,2018-04-11,Huntington Beach Harriers,21,Montgomery Music,0
Zach,Taylor,11,3,1,1,21,2018-04-11,Huntington Beach Harriers,21,Montgomery Music,0
Tom,Wilson,36,23,0,2,235,2018-04-18,Huntington Beach Harriers,22,Spokane Stallions,17
Tom,Wilson,33,15,0,1,193,2018-04-25,Huntington Beach Harriers,12,Richmond Roustabouts,0
Tom,Wilson,39,20,0,1,202,2018-05-02,Huntington Beach Harriers,17,Yonkers Yellowjackets,3
Tom,Wilson,32,15,0,2,165,2018-05-09,Huntington Beach Harriers,23,Shreveport Seamen,35
Tom,Wilson,25,12,0,2,120,2018-05-16,Huntington Beach Harriers,21,San Bernardino Stalkers,20
Tom,Wilson,30,13,0,1,161,2018-05-23,Huntington Beach Harriers,8,Tacoma Touchdown-Scorers,23
Zach,Taylor,5,1,1,0,5,2018-05-23,Huntington Beach Harriers,8,Tacoma Touchdown-Scorers,23
Tom,Wilson,34,22,0,2,268,2018-05-30,Huntington Beach Harriers,18,Glendale Centers,44
Tom,Wilson,19,11,0,2,132,2018-06-06,Huntington Beach Harriers,27,Des Moines Desperadoes,34
Zach,Taylor,6,2,1,1,11,2018-06-06,Huntington Beach Harriers,27,Des Moines Desperadoes,34
Tom,Wilson,34,16,0,1,197,2018-06-13,Huntington Beach Harriers,12,Augusta Autocrats,21
Tom,Wilson,39,25,1,3,269,2018-06-20,Huntington Beach Harriers,28,Grand Rapids Gamers,35
Barry,Obama,17,12,0,3,160,2018-03-14,Mobile Misfits,43,Boise Bearcats,41
Abe,Lincoln,10,8,0,2,112,2018-03-14,Mobile Misfits,43,Boise Bearcats,41
Barry,Obama,23,16,0,4,247,2018-03-21,Mobile Misfits,34,Modesto Misanthropes,9
Abe,Lincoln,6,4,0,0,64,2018-03-21,Mobile Misfits,34,Modesto Misanthropes,9
Barry,Obama,17,13,0,2,225,2018-03-28,Mobile Misfits,28,Fremont Firebugs,44
Abe,Lincoln,11,8,0,1,133,2018-03-28,Mobile Misfits,28,Fremont Firebugs,44
Barry,Obama,34,24,0,5,312,2018-04-04,Mobile Misfits,44,Montgomery Music,28
Barry,Obama,36,29,0,6,398,2018-04-11,Mobile Misfits,54,Spokane Stallions,3
Barry,Obama,30,21,0,4,323,2018-04-18,Mobile Misfits,28,Richmond Roustabouts,31
Barry,Obama,32,25,0,4,332,2018-04-25,Mobile Misfits,36,Yonkers Yellowjackets,28
Abe,Lincoln,5,3,0,1,49,2018-04-25,Mobile Misfits,36,Yonkers Yellowjackets,28
Barry,Obama,31,22,0,4,355,2018-05-02,Mobile Misfits,36,Shreveport Seamen,41
Barry,Obama,36,28,0,4,383,2018-05-09,Mobile Misfits,38,San Bernardino Stalkers,14
Barry,Obama,32,24,0,4,310,2018-05-16,Mobile Misfits,38,Tacoma Touchdown-Scorers,28
Barry,Obama,20,15,0,3,223,2018-05-23,Mobile Misfits,29,Glendale Centers,9
Abe,Lincoln,8,6,0,1,83,2018-05-23,Mobile Misfits,29,Glendale Centers,9
Barry,Obama,26,18,0,4,297,2018-05-30,Mobile Misfits,40,Des Moines Desperadoes,13
Barry,Obama,32,25,0,4,377,2018-06-06,Mobile Misfits,28,Augusta Autocrats,23
Barry,Obama,32,20,0,4,251,2018-06-13,Mobile Misfits,28,Grand Rapids Gamers,27
Barry,Obama,29,20,0,5,338,2018-06-20,Mobile Misfits,45,Huntington Beach Harriers,6
William,Harrison,38,33,0,9,575,2019-03-13,Boise Bearcats,70,Modesto Misanthropes,37
William,Harrison,39,32,0,9,586,2019-03-20,Boise Bearcats,71,Fremont Firebugs,13
William,Harrison,36,26,0,5,410,2019-03-27,Boise Bearcats,37,Montgomery Music,17
William,Harrison,36,29,0,8,562,2019-04-03,Boise Bearcats,66,Spokane Stallions,23
